UID	C2PJTACXX_4_TACAGC_1.bed	C3B9JACXX_2_CCGTCC_1.bed	C2F7PACXX_7_AGTTCC_1.bed	C2NC1ACXX_3_ATTCCT_1.bed	SRS380396_1.bed	SRS606816_1.bed	C2EJBACXX_2_AGGCCG_1.bed	D2GEUACXX_7_CAACTA_1.bed	C2F5LACXX_8_CCACGC_1.bed	SRS380430_1.bed	C2PJTACXX_6_CTCAGA_1.bed	C2F5LACXX_6_GCAAGG_1.bed	C37FTACXX_4_ACTCTC_1.bed	C2F8BACXX_5_TACAGC_1.bed	C2F8BACXX_3_ATGTCA_1.bed	C2MRVACXX_7_CCTTAG_1.bed	SRS380435_1.bed	SRS380365_1.bed	C2F8BACXX_6_ATAATT_1.bed	C2F5LACXX_6_TTCGAA_1.bed	C2F5JACXX_8_GCACTT_1.bed	C2F8BACXX_4_TGACCA_1.bed	C2F7PACXX_2_CTTGTA_1.bed	C37FTACXX_4_ATAATT_1.bed	SRS380305_1.bed	C2F5LACXX_7_CTGCTG_1.bed	SRS380321_1.bed	SRS380406_1.bed	SRS380449_1.bed	C2F5JACXX_2_TGGCGC_1.bed	C34AYACXX_3_TAATCG_1.bed	SRS380310_1.bed	SRS380341_1.bed	SRS380419_1.bed	SRS380316_1.bed	C2EJBACXX_4_CGTACG_1.bed	C2PVKACXX_3_TGGCGC_1.bed	C2F5JACXX_5_GAAACC_1.bed	C2PNJACXX_1_AAACAT_1.bed	SRS380447_1.bed	C2F5JACXX_8_AAACAT_1.bed	C2PTNACXX_4_GCTCCA_1.bed	SRS380380_1.bed	SRS380347_1.bed	SRS380367_1.bed	C2F5JACXX_4_ATCTAT_1.bed	C2F5JACXX_7_AGAAGA_1.bed	SRS380350_1.bed	SRS380393_1.bed	SRS380278_1.bed	SRS380338_1.bed	SRS380364_1.bed	SRS380301_1.bed	C2F5JACXX_1_CACTCA_1.bed	SRS380366_1.bed	C2NR9ACXX_1_AAATGC_1.bed	SRS380287_1.bed	C2PJTACXX_5_CTAGCT_1.bed	C2F7PACXX_3_CCGCAA_1.bed	C2F7PACXX_8_CGAGAA_1.bed	C2F5JACXX_5_GCCTTA_1.bed	C2EJBACXX_1_CCTTAG_1.bed	SRS380331_1.bed	SRS380293_1.bed	SRS380289_1.bed	SRS380377_1.bed	SRS380437_1.bed	C2PJTACXX_8_ATGAGC_1.bed	SRS380436_1.bed	C2F7PACXX_8_AGCGCT_1.bed	SRS380343_1.bed	C2F7PACXX_5_GCTCCA_1.bed	C2NR9ACXX_7_CATTTT_1.bed	C2NR9ACXX_1_AAGGAC_1.bed	C37FTACXX_8_TGACCA_1.bed	C2PNJACXX_3_TCGAAG_1.bed	C2F7PACXX_5_GTAGAG_1.bed	SRS380375_1.bed	C2EJBACXX_8_ACTGAT_1.bed	C2F8BACXX_8_AGGTTT_1.bed	C37FTACXX_5_TGCTGG_1.bed	SRS616789_1.bed	SRS380392_1.bed
UBE2A:ENSG00000077721:E3.1-E4.2|ENSG00000077721:E3.2-I3.1	0.26984127	0.897058824	0.947544643	0.562874251	0.716049383	0.738498789	0.982188295	1	0.935986159	0.598393574	0.708206687	0.913946588	0.631921824	0.844221106	0.762762763	0.406818182	0.78021978	0.886281588	0.863247863	1	0.833641405	0.879464286	0.920547945	0.308072488	0.44742268	0.96969697	0.462466488	0.657458564	0.597951344	0.744299674	0.765289256	0.810855263	0.365853659		0.464716007	0.626373626	0.530075188	0.848375451	0.577167019	0.558219178	0.722735675	0.693979933	0.624733475	0.642585551	0.432865731	0.576923077	0.668599034	0.417582418	0.863829787	0.553956835	0.925595238	0.908675799	0.639260021	0.913398693	0.310483871	0.857894737	0.538028169	0.71942446	0.892753623	0.8438949	0.806532663	0.58317757	0.441666667	0.836601307	0.902564103	0.304897314	0.914285714	0.517110266	0.380116959	0.85518591	0.485549133	0.592537313	0.440878378	0.58490566	0.6587473	0.559633028	0.820512821	0.206959707	0.719646799	0.591078067	0.340425532	0.369433198	0.953964194
CIC:ENSG00000079432:E3.2-E6.1|ENSG00000079432:E5.2-E6.1	0.546511628	0.565789474	0.398058252	0.515151515	0.630769231	0.540816327	0.524590164		0.771186441	0.5	0.86746988	0.272727273	0.317647059	0.596774194	1	0.68	0.508928571	0.444444444		0.135135135	0.615384615	0.457831325	0.147058824	0.197916667	0.19858156	0.6	0.447154472	0.669902913	0.691823899	0.714285714	0.473684211	0.476510067	0.485148515		0.373134328	0.459459459	0.617977528	0.297297297	0.355932203	0.794392523	0.434782609	0.92	0.759581882	0.505952381	0.487951807	0.833333333	0.921568627	0.497816594	0.276190476	0.626865672	0.493902439	0.53909465	0.606774669	0.44	0.411504425	0.453125	0.771653543	0.764705882	0.153846154	0.409090909	0.725274725	0.356521739	0.52173913	0.513661202	0.7	0.57826087	0.503311258	0.222222222	0.582857143	0.958333333	0.64673913	0.727272727	0.67816092	0.6875	0.770642202	0.555555556	0.890909091	0.623853211	0.864864865	0.694444444	0.421052632	0.597701149	0.650684932
KIF22:ENSG00000079616:E11.3_29816047-E11.4|ENSG00000079616:E10.1-E11.4	0.007518797	0.365217391	0.556127703	0.068965517	0.21	0.282722513	0.260416667	0.042780749	0.126373626	0.072340426	0.06884058	0.16091954	0.021126761	0.316666667	0.126436782	0.050505051	0.009584665	0.083636364	0.495798319	0.342857143	0.349514563	0.25	0.043478261	0.289473684	0.005376344	0.176470588	0.081218274	0.123595506	0.015625	0.197802198	0.284046693	0.423295455	0.128654971		0.014423077	0.139393939	0.016393443	0.186528497	0.272222222	0	0	0	0.04784689	0.290456432	0.145695364	0.264150943	0.105527638	0.045918367	0.049668874	0.086757991	0.064777328	0.022058824	0.025751073	0.383673469	0.014925373	0.228782288	0.126984127	0.12962963	0.314814815	0.04	0.621052632	0.084033613	0.016949153	0.05	0.01320132	0.2	0.141025641	0.028673835	0.004237288	0.04	0	0	0.025889968	0.02173913	0.012048193	0.014354067	0.063218391	0	0.015625	0	0.005813953	0.098765432	0.009111617
SLC35C2:ENSG00000080189:E7.1-E8.2|ENSG00000080189:E7.1-E8.4	0.803571429	0.850746269	0.845238095	0.849056604	0.621212121	0.846715328	0.83984375	0.539823009	0.566037736	0.78807947	0.880597015	0.850649351	0.666666667	0.916666667	0.954022989	0.848837209	0.28	0.850649351	0.910714286	0.714285714	0.615384615	0.865853659	0.792857143	0.82320442	0.722807018	0.883870968	0.842857143	0.672316384	0.447058824	0.775362319	0.889830508	0.8125	0.484126984		0.805970149	0.765765766	0.726744186	0.849315068	0.852459016	0.885496183	0.580645161	1	0.647798742	0.818770227	0.880434783	0.871794872	0.837209302	0.744019139	0.686781609	0.710900474	0.764872521	0.686006826	0.743150685	0.901639344	0.494623656	0.9	0.67251462	1	0.772277228	0.410714286	0.912698413	0.794392523	0.83902439	0.824355972	0.840659341	0.450549451	0.861209964	0.702380952	0.682608696	0.520833333	0.557017544	0	0.788888889	0.843137255	0.481481481	0.878612717	0.762376238	0.630901288	0.743801653	0.425	0.857142857	0.52	0.757009346
SESN1:ENSG00000080546:E2.1-I3.1_109407795|ENSG00000080546:E1.2-E6.1	0.055555556	0.1	0	0.272727273	0.253731343	0.19047619		0	0	0.027777778	0	0.411764706	0.4375	0.777777778	0.189189189	0.084745763		0	0		0.736842105			0.181818182	0.108108108		0.184210526	0	0.41509434	0.052631579	0.315789474	0	0.013888889		0.1	0.307692308	0.087378641	0.153846154	0.608695652	0.1	0.133333333	0	0	0.214285714	0.083333333	0.111111111	0.033333333	0.033333333	0.114285714	0.272727273	0.076923077	0.0625	0.2	0	0.119402985		0.025	0	0.090909091			0.043478261	0	0	0	0.0625	0.038461538	0	0.044444444		0.076923077	0	0.058252427	0.181818182	0	0.06122449	0	0.022160665	0.216216216	0	0.114285714	0.0546875	0.023255814
SESN1:ENSG00000080546:E4.1-E6.1|ENSG00000080546:E1.2-E6.1	0.464646465	0.5625	0.238095238	0.795081967	0.973747017	0.777777778		0.404761905	0	0.810126582	0.891891892	0.666666667	0.668874172	0.807174888	0.52195122	0.875	1	0.909090909	0.83	1	0.86440678	0.921568627	0.629213483	0.245833333	0.396226415		0.929961089	0.66442953	0.543859649	0.32	0.820895522	0.657894737	0.876080692		0.775700935	0.680412371	0.701612903	0.910569106	0.874074074	0.924528302	0.932114883	0.59375	0.938053097	0.78	0.726027397	0.987096774	0.816666667	0.467889908	0.592592593	0.571428571	0.803278689	0.838383838	0.878947368	0.487179487	0.763157895	0.8	0.653846154	0.875	0.819767442	0.833333333	0.96875	0.607954545	0.7	0.878205128	0.831460674	0.646616541	0.255319149	0.086956522	0.494382022	1	0.479166667	0.607142857	0.521327014	0.849162011	0.552238806	0.527027027	0.902313625	0.293233083	0.872180451	0.403669725	0.720720721	0.692307692	0.565656566
RBL1:ENSG00000080839:E1.2-I1.1_35723642|ENSG00000080839:E1.2-E2.1	0.538461538	0.468965517	0.761290323	0.681818182	0.857142857	0.458823529	0.714285714	0.613636364	0.757142857	0.565217391	0.12962963	0.779069767	0.634146341	0.769230769	0.943396226	0.4		0.810526316	1	0.161290323	0.906976744	0.850746269	0.780821918	0.175675676	0.351351351	0.411764706	0.625	0	0.607142857	0.760180995	0.418604651	0.245283019	0.810126582		0.592592593	0.849315068	0.608333333	0.705882353	0.64	0.666666667	0.851351351	0.875	0.626506024	0.58490566	0.436619718	0.413793103	0.79047619	0.074626866	0.389830508	0.636363636	0.703125	0.649484536	0.655737705	0.481927711	0.487179487	0.2	0.363636364	0.611111111	0.884615385	0.970588235	0.704081633	0.214285714	0.315789474	0.254545455	0.721153846	0.583333333	0.541666667	0.204545455	0.411764706	0.907894737	0.175	0.829268293	0.083333333	0.466666667		0	0.42	0.295774648	0.403508772	1	0.575757576	0.416666667	0.407894737
RBL1:ENSG00000080839:E1.2-E2.1|ENSG00000080839:E1.2-I1.1_35723642	0.461538462	0.531034483	0.238709677	0.272727273	0.094594595	0.523255814	0.26984127	0.386363636	0.242857143	0.413043478	0.87037037	0.220930233	0.357142857	0.185520362	0.056603774	0.6		0.189473684	0	0.838709677	0.093023256	0.126865672	0.219178082	0.824324324	0.631578947	0.588235294	0.352941176	1	0.323529412	0.185022026	0.574712644	0.754716981	0.157894737		0.323076923	0.095890411	0.363636364	0.294117647	0.36	0.267857143	0.144736842	0.125	0.364705882	0.4	0.547945205	0.586206897	0.2	0.925373134	0.610169492	0.339285714	0.292307692	0.343434343	0.318181818	0.518072289	0.476190476	0.8	0.622222222	0.388888889	0.115384615	0.029411765	0.295918367	0.785714286	0.684210526	0.732142857	0.278846154	0.416666667	0.458333333	0.795454545	0.540540541	0.092105263	0.825	0.170731707	0.891891892	0.533333333		1	0.547169811	0.694444444	0.596491228	0	0.424242424	0.561643836	0.558441558
MEF2C:ENSG00000081189:E17.2-E18.1|ENSG00000081189:I17.1_88027826-E18.1	0.961864407	0.967213115	0.954545455	0.970588235	0.342857143	0.583187391	0.883211679	1	0.297297297	0.970833333	0.872340426	0.897727273	0.61627907	0.75		0.666666667	0.695652174	0.888059701	0.283911672	1	0.833333333	0.984126984	1	0.645783133	0.803149606	0.670212766	0.857142857	0.942028986	0.777777778	0.953020134	0.804878049	0.929761905	0.933333333		0.825	0.835616438	0.954301075	0.923076923	0.768518519	0.92	0.647058824		0.911764706	0.961538462	0.625954198	0.135135135	0.523809524	0.960591133	0.957943925	0.8125	0.941666667	1		0.622159091		0.834042553	0.92	0.897435897	1	0.03125	0.961352657	0.626168224	0.862068966	0.938547486	0.985074627	0.841584158	1	0.887931034	0.934131737		0.8	0.837837838	0.960199005	0.763157895	0.989247312	0.951111111	0.948051948	0.957486137	0.880952381	0.828402367	0.957142857	0.674528302	0.970760234
MEF2C:ENSG00000081189:I17.1_88027826-E18.1|ENSG00000081189:E17.2-E18.1	0.016949153	0.013114754	0.045454545	0	0.428571429	0.37258348	0.03649635	0	0.621621622	0.0125	0	0.102272727	0.255813953	0.25		0.333333333	0.304347826	0.111940299	0.658227848	0	0.166666667	0.015873016	0	0.292682927	0.078740157	0.329787234	0.142857143	0.057971014	0.058823529	0.020134228	0.164634146	0.045673077	0		0.102564103	0.150684932	0.016129032	0.055944056	0.138888889	0.013333333	0.176470588		0	0.023076923	0.374045802	0.666666667	0.476190476	0.009852217	0.018779343	0.1875	0.041666667	0		0.360795455		0.089285714	0.008	0.102564103	0	0.96	0.014492754	0.278846154	0.020689655	0.05027933	0.014925373	0.118811881	0	0.026548673	0.017964072		0.133333333	0	0.019900498	0.236842105	0.010752688	0.035714286	0.046382189	0.001851852	0	0.051051051	0.028571429	0.283018868	0
ZNF506:ENSG00000081665:E4.2-E7.1|ENSG00000081665:E4.2-E5.6	0.333333333	0.666666667	0.814814815	0.333333333	0.885714286	0.625	0.3			0.4	0.615384615	1	0.27027027	0.583333333	1	0.378378378	0.8	0.717948718	1		0.428571429	0.833333333	0.727272727		0.333333333		0.144	0.330769231	0.45	0.3	0.333333333	0.515625	0.307692308		0.256410256	0.473684211	0.253968254	0	0.096774194	0.485714286	0.838709677	0.076923077	0.140350877	0.459459459	0.083333333	0.25	0.354166667	0.317073171	0.317073171	0.488888889	0.416666667	0.411764706	0.452229299	0.28	0.108108108	0.227272727	0.171428571	0.21978022	1	0.615384615	1	0.416666667	0.203703704	0.555555556	0.289473684		0.461538462	0.369565217	0.387755102	0.166666667	0.273972603	0	0.357723577	0.075	0.302325581	0.129032258	0	0.222222222	0.383333333	0		0.058823529	
SMARCD3:ENSG00000082014:I13.1-E14.1|ENSG00000082014:I12.3-E14.1	0.571428571	0.269662921	0.098522167			0.214285714	0		0	0.413793103	0			0.205128205	0	0.5625				0.53968254	0	0		0.5	0	0.06122449	0.454545455		0.409090909	0	0.269230769	0.277777778	0.555555556		0.666666667	0	0.421052632	0	0.266055046	0.8	0.590163934	0	0.658227848	0.236666667	0.433962264	0.424242424	1	0.373493976	0.257142857	0.441176471	0.35483871	0.454545455	0.588235294	0.233333333	0.722222222		0.319148936		0	0	0.133928571	0.627118644	0.838709677	0.411764706	0.583333333	0.432692308	0.141304348	0	0.474576271	0.259259259	0.447761194			0		0.6	0.375	0.9		0.444444444	1	0.451923077	0.588235294
SMARCD3:ENSG00000082014:I12.3-E14.1|ENSG00000082014:E13.2-I13.1	0.166666667	0.443661972	0.765690377		0	0.391304348	1		1	0.435897436	0.83030303			0.596153846	1	0.269230769				0.367088608	1	1		0.298507463	0.909090909	0.751020408	0.24	0	0.352941176	1	0.441860465	0.541666667	0.175		0.215686275	1	0.297297297	0.641025641	0.423076923	0.096774194	0.277777778	1	0.232758621	0.54176611	0.285714286	0.37254902	0	0.368794326	0.342105263	0.263888889	0.43115942	0.3	0.175	0.621621622	0.178571429	0.133333333	0.44600939		1	1	0.691729323	0.25	0.065789474	0.388059701	0.294117647	0.331428571	0.537414966	1	0.3	0.571428571	0.302941176	0		1		0.3	0.326086957	0	0	0.294117647	0	0.252336449	0.230769231
SMARCD3:ENSG00000082014:E13.2-I13.1|ENSG00000082014:I12.3-E14.1	0.785714286	0.319587629	0.111650485			0.45	0		0	0.37037037	0			0.295454545	0	0.588235294				0.355555556	0	0		0.574468085	0	0.111111111	0.7	1	0.48	0	0.366666667	0.315789474	0.52		0.620689655	0	0.421052632	0	0.341269841	0.842105263	0.358974359	0	0.578125	0.239202658	0.491525424	0.387096774	1	0.375	0.5	0.577777778	0.314285714	0.6	0.733333333	0.233333333	0.666666667		0.351351351		0	0	0.08490566	0.488372093	0.9	0.310344828	0.5	0.41	0.247619048	0	0.474576271	0.285714286	0.435643564	1		0		0.454545455	0.444444444	0.952380952	1	0.615384615	1	0.516666667	0.533333333
SMARCD3:ENSG00000082014:I12.1-E13.1|ENSG00000082014:E12.6-E13.1	0.75	0.227722772	0	0.7		0.46875	0	1		0.236842105	0			0		0.461538462				0.257142857	0	0		0.571428571	0.375	0.139896373			0	0	0.35483871	0	0.84		0.631578947	0.52173913	0.28125	0	0.233766234	1	0.243902439	0	0	0.243670886	0.197183099	0		0.446428571	0.619047619	0.56097561	0.365853659	0.655172414	0.615384615	0		0.764705882	0.266666667		0	0	0.043859649	0	0.705882353	0.380952381	0.5	0.366336634	0.242990654	0.20212766	0.384615385	0.40625	0.408163265	0.482142857		0	0.727272727		0	0.846153846	1	0.59375	1	0.481818182	0.595238095
SMARCD3:ENSG00000082014:E12.6-E13.1|ENSG00000082014:I12.1-E13.1	0.166666667	0.606557377	0.857894737	0.166666667		0.4	0.956521739	0	0.076923077	0.557692308	0.784722222			0.666666667	0	0.263157895				0.65	0.722222222	0.836734694		0.323076923	0.4	0.81773399			0.714285714	1	0.475	1	0.093023256		0.259259259	0.243243243	0.488372093	1	0.623655914	0	0.423076923	1	0.714285714	0.527906977	0.571428571	1		0.297029703	0.108695652	0.305084746	0.431111111	0.2	0.257142857	0.714285714	0.176470588	0.148148148	0.473684211		1	0.470588235	0.859504132	0.68	0.181818182	0.409395973	0.357142857	0.347826087	0.583333333	0.617391304	0.375	0.487179487	0.370535714	0.166666667		1	0.176470588		0.8	0.074074074	0	0	0	0.316455696	0.261538462
SMARCD3:ENSG00000082014:E12.8-I12.1|ENSG00000082014:E12.6-E13.1	0.666666667	0.18556701	0	0.727272727		0.32	0	1		0.275	0			0		0.461538462				0.161290323	0	0		0.322580645	0.473684211	0.056818182			0	0	0.310344828	0	0.714285714		0.533333333	0.56	0.34375	0	0.180555556	1	0.261904762	0	0	0.213333333	0.25	0		0.465517241	0.76	0.5	0.257142857	0.6	0.473684211	0	0.75	0.714285714	0.276315789		0	0	0.060344828	0	0.6	0.315789474	0.444444444	0.425925926	0.19	0.137931034	0.368421053	0.269230769	0.333333333	0.636363636		0	0.666666667		0	0.875	1	0.518518519	1	0.441176471	0.5
WDR70:ENSG00000082068:E4.2-I4.1_37393644|ENSG00000082068:E4.2-E5.1	0.101694915	0.089285714	0.304878049	0.087719298	0.810526316	0.322033898	0.146341463	0.423076923	0.652173913	0.054347826	0.236842105	0.296875	0.2	0.431952663	0.265306122	0.358778626	0.352941176	0.421568627	0.738636364	0.090909091	0.46728972	1	0.875	0.026666667	0.095890411	0	0.277777778	0.142857143	0.303797468	0.466019417	0.086206897	0.014705882	0.1875		0.122807018	0.530864198	0.1125	0.404040404	0.111111111	0.247524752	0.708333333	0.365079365	0.295081967	0.055555556	0.04494382	0.237288136	0.4875	0	0.009433962	0.233009709	0.104477612	0.03960396	0.328947368	0.5	0.223880597	0.019480519	0.088607595	0.627906977	0.540229885	0.369565217	0.432432432	0.142857143	0.221621622	0.051282051	0.114285714	0.228571429	0.045454545	0	0.040322581	0.5	0.125	0.357142857	0.06626506	0.131313131	0.376811594	0.119047619	0.16	0.048780488	0.205128205	0.113207547	0.314516129	0.245901639	0.012096774
FYB:ENSG00000082074:E19.1-E20.1|ENSG00000082074:E18.1-E20.1	0.427350427	0.849056604	0.976744186	0.445205479	1	0.518987342	0.863636364	1		0.545454545	0.184466019	1	0.694915254	0.727272727	0.264705882	0.5	0	0.484848485	1	0.727272727	0.704545455	0.48	0.428571429	0.617647059	0.752941176	1	0.5	0.459459459	0.428571429		0.748148148	0.656934307	0.64		0.425531915	0.729166667	0.384615385	0.827586207	0.74122807	0.565217391	0	0.266666667	0.471698113	0.816666667	0.566037736	0.549450549	0.451612903	0.582191781	0.384180791	0.666666667	0.680981595	0.525252525	0.512195122	0.392405063	0.454545455	0.647727273	0.754237288		1	0.470588235	0.928571429	0.701754386	0.62244898	0.614678899	0.112676056	0.785714286	0.916666667	0.586956522	0.523076923	0.581395349	0.542168675	0	0.368	0.526315789	0.512820513	0.477707006		0.407407407	1	0	0.4	0.333333333	0.305785124
FYB:ENSG00000082074:E2.3-E3.1|ENSG00000082074:E2.3-E9.2	0.310810811	0.563636364	0.943877551	0.391608392	0.902439024	0.560655738	0.804709141	0.696551724	0.761261261	0.527881041	0.710843373	0.600823045	0.2	0.911274183	0.940443213	0.598540146	0.682539683	0.887218045	0.922041106	0.586592179	0.859459459	0.784090909	0.891304348	0.146666667	0.566037736	0.926470588	0.95959596	0.513513514	0.708333333	0.625	0.521164021	0.83062645	0.892241379		0.7852194	0.54589372	0.641791045	0.635983264	0.541304348	0.884726225	0.789473684	0.955223881	0.959390863	0.884	0.840517241	0.510588235	0.971084337	0.403174603	0.561946903	0.89726776	0.766381766	0.559270517	0.910543131	0.72147651	0.923076923	0.435344828	0.774011299	0.843137255	0.694814815	0.930949445	0.706790123	0.512544803	0.552083333	0.544303797	0.781702899	0.837837838	0.851351351	0.647058824	0.350574713	0.894618834	0.643382353	0.777777778	0.333333333	0.423312883	0.435483871	0.39	0.820224719	0.415384615	0.929738562		0.423529412	0.6	0.497175141
CCNT2:ENSG00000082258:E7.1-E8.2|ENSG00000082258:E7.3-E8.2	0.3	0.52173913		0.35	0.759259259	0.507042254				0.366666667	0.269230769		0.37	0.838709677	0.277777778	0.555555556	0.314814815	0.5	1		0.770491803	1	1	0.218978102	0.252525253		0.578754579	0.235294118	0.23046875	0.475409836	0.661971831	0.678571429	0.654618474		0.570833333	0.557692308	0.426666667	0.458333333	0.442307692	0.651162791	0	0.558823529	0.382352941	0.525	0.509677419	0.197452229	0.301694915	0.236641221	0.48447205	0.62	0.260869565	0.624548736	0.7	0.575	0.583969466	0.426666667	0.568862275	0.481927711	0.915254237	1	0.7	0.383233533	0.244274809	0.56	1	0.465346535	0.5	0.092783505	0.139534884	0.75	0.076388889	0.037383178	0.421052632	0.314516129	0.6375	0.368421053	0.508333333	0.457725948	0.231481481	0.254901961	0.426086957	0.245901639	0.471698113
XPO1:ENSG00000082898:E9.5-E10.1|ENSG00000082898:E9.11-E10.1	0.298913043	0.313432836	0.086956522	0.364779874	0.188118812	0.555555556	0.75		1	0.577380952	0.987012987	0.448979592	0.203703704	0.184931507	0.052631579	0.563106796	0.947368421	0.19047619	0	0.111111111	0.6	0.315789474	0.75	0.715384615	0.239631336	1	0.117073171	0.630136986	0.091710758	0.127659574	0.290196078	0.405797101	0.196774194		0.290102389	0.755102041	0.385159011	0.707317073	0.639751553	0.206730769	1	0.875	0.356725146	0.342105263	0.244525547	0.410447761	0.253246753	0.583617747	0.444099379	0.256097561	0.739130435	0.188059701	0.184331797	0.563492063	0.333333333	0.792332268	0.25	0.606837607	0.923076923		0.729166667	0.606741573	0.485355649	0.555555556	0.76146789	0.093701997	0.619565217	0.579545455	0.683636364	0.283333333	0.285714286	1	0.644539615	0.591836735	0.787234043	0.7	0.471910112	0.645283019	0.45	0.702970297	0.568965517	0.797752809	0.878172589
RRAGB:ENSG00000083750:I8.1_55781639-E9.2|ENSG00000083750:E8.2-E9.2	0.023529412	0	0	0.02	0.523809524	0.105263158	0.136363636	0	0	0.02173913		0		0	0.19047619	0.290322581	0				0.1	0	0	0.039473684	0.102040816		0.083333333	0.368421053		0	0.098591549	0			0.027027027	0	0.028571429	0	0.072727273	0	0.222222222			0	0.1	0.25		0.074074074	0.049019608	0.088607595	0	0.027027027	0	0	0.333333333	0.393442623	0			0	0.125	0.405405405	0.122807018	0.111111111	0.2	0.25	0.081081081	0.078947368	0.189189189	0	0.391304348		0.240384615	0	0.347826087	0.36		0.085714286		0.847222222	0.095238095	0.714285714	0.076923077
RRAGB:ENSG00000083750:E8.2-I8.1_55781501|ENSG00000083750:E8.2-E9.2	0.181818182	0	0	0.090909091	0	0.142857143	0	0.307692308	0	0.094339623		0	0.461538462	0	0	0.206896552	0.3125				0	0	0.166666667	0.084337349	0.163636364		0.5	0.133333333		0.032258065	0.068493151	0.419354839	0.4		0.239130435	0.363636364	0.066037736	0	0.090909091	0.055555556		0.777777778		0.275862069	0.411764706	0.567567568		0.271428571	0.253424658	0.198019802	0.142857143	0.152173913	0.090909091	0	0.527777778	0.25	0.413043478			0	0.09375	0.29787234	0.295774648	0.134328358	0.081632653	0.545454545	0.170731707	0	0.29787234	0.217391304	0.555555556	0.869565217	0.243697479	0.038461538	0.448275862	0.2	0.722222222	0.218390805	0.764705882	0.657142857	0.34375	0.666666667	0.191011236
CYLD:ENSG00000083799:E23.2-I23.1|ENSG00000083799:E23.2-E24.1	0.569060773	0	0	0.505154639	0	0.412121212	0.357142857	0.239130435	0	0.5	0.38961039		0.534188034	0	0	0.604651163	1	0	0	0	0.289473684	0		0.616666667	0.666666667	0	0.595375723	0.760869565	0.27014218	0.481818182	0.534883721	0.450980392	0.68		0.720720721	0.541666667	0.466346154	0.375	0.333333333	0.360465116	0	0.388888889	0.517241379	0.777777778	0.564814815	0	0.37007874	0.735294118	0.764705882	0.55	0.620689655	0	0.470588235	0	0.694117647	0	0.580645161	0.672727273	0	0	0.454545455	0.369230769	0.604651163	0.4	0.588235294	0.636363636		0.875	0.666666667	0.387096774	0.5625	0.66091954	0.542372881	0.611764706	0.552	0.454545455	0	0.850877193	0	0	0.53164557	0.559259259	0.761904762
CYLD:ENSG00000083799:I23.1-E24.1|ENSG00000083799:E23.2-E24.1	0.608040201	0	0	0.639097744	0	0.552995392	0.571428571	0.255319149	0	0.4	0.38961039		0.663580247	0	0	0.806818182	1	0	0	0	0.425531915	0		0.589285714	0.5	0	0.631578947	0.65625	0.252427184	0.704663212	0.574468085	0.611111111	0.78280543		0.725663717	0.810344828	0.62116041	0.615384615	0.632653061	0.256756757	0	0.685714286	0.471698113	0.777777778	0.552380952	0	0.682539683	0.55	0.777777778	0.581395349	0.3125	0	0.383561644	0	0.609022556	0	0.518518519	0.772151899	0	0	0.5	0.568421053	0.73015873	0.419354839	0.840909091	0.546666667		0.953488372	0.647058824	0.577777778	0.511627907	0.838797814	0.666666667	0.582278481	0.64556962	0.739130435	0	0.757142857	0	0	0.647619048	0.657060519	0.811320755
ZNF264:ENSG00000083844:E2.2-E3.1|ENSG00000083844:E2.2-E4.1	0.102564103	0.4	0.384615385	0.390804598	0.514851485	0.279069767	0.5	0.747252747		0.626373626	0.166666667	0.7	0.397849462	0.512820513	0.824175824	0.592592593	0.392857143	0.876106195	0.302325581	0	0.663043478	0.512396694	0.820512821	0.315789474	0.2625		0.758928571	0.203125	0.086956522		0.542857143	0.572815534	0.313559322		0.24	0.733333333	0.431818182	0.727272727	0.448275862	0.352517986	0.586956522	0.423076923	0.272251309	0.241935484	0.071428571	0.481481481	0.519553073	0.509090909	0.466666667	0.488888889	0.467741935	0.489795918	0.361809045	0.590909091	0.275	0.8	0.338983051	0.492307692	0.388059701	0.818181818	0.513513514	0.413793103	0.392857143	0.608108108	0.371428571	0.23255814	0.666666667	0.126760563	0.241758242	0.3	0.273504274	0	0.306451613	0.360655738	0.323529412	0.212121212	0.290322581	0.112676056	0.535714286	0.4	0.239130435	0.4	0.455555556
ZNF264:ENSG00000083844:E5.4-I5.1|ENSG00000083844:E4.1-ENSG00000204524:E5.1	0.729166667	0	0	0.288888889	0.485714286	0.575757576	0			0.466666667	0.516129032	0	0.593220339	0	0	0		0	0	0	0	0	0		0.590909091		0.196721311	0.225806452	0.821917808	0	0	0.703703704	0.197368421		0	0	0.2890625	0	0	0.433333333	0.453125	0.8	0.627118644	0	0		0	0.30952381	0.208333333	0	0.516129032	0.119565217	0.586956522	0.285714286	0.647058824	0.714285714	0.229166667	0.6	0	0		0	0.68627451	0.6	0	0.220588235	0.263157895	0.64516129	0.301075269	0.53125	0.2		0.590909091		0.763157895	0.552631579	0	0.575	0.584415584		0.7	0.818181818	0.290909091
